binary_pattern,divination_use,id,interpretation,labels,name_english,name_yoruba,odu_number,related_themes,ritual_context,symbolic_meaning
00101000,Creating structure,694,Entropy organizing - creating from chaos,OduIfa:SoulLayer,Chaos Meets Order,Owonrin-Ogbe,40,"['creation', 'order', 'emergence']",Creation from chaos,Emergent order
00101001,Crisis situations,695,Complete confusion - total disorientation,OduIfa:SoulLayer,Chaos In Darkness,Owonrin-Oyeku,41,"['confusion', 'crisis', 'disorientation']",Protection from chaos,Utter confusion
00101010,Unexpected events,696,Unpredictable journey - random events,OduIfa:SoulLayer,Chaos On Path,Owonrin-Iwori,42,"['random', 'unexpected', 'chaos']",Chaos navigation,Random journey
00101011,Anarchic situations,697,Anarchic warfare - no rules,OduIfa:SoulLayer,Chaotic Conflict,Owonrin-Odi,43,"['anarchy', 'chaos', 'lawlessness']",Chaos warfare,Lawless strife
00101100,Financial crises,698,Economic chaos - market instability,OduIfa:SoulLayer,Chaotic Material,Owonrin-Irosun,44,"['chaos', 'economy', 'crisis']",Economic protection,Material chaos
00101101,Overwhelming randomness,699,Maximum entropy - complete randomness,OduIfa:SoulLayer,Double Chaos,Owonrin-Meji,45,"['chaos', 'entropy', 'randomness']",Chaos management,Total chaos
00101110,Disruptive innovation,700,Change through disorder - creative destruction,OduIfa:SoulLayer,Chaos Transforms,Owonrin-Obara,46,"['disruption', 'innovation', 'destruction']",Revolutionary change,Transformative chaos
00101111,Unexpected blessings,701,Luck in disorder - finding order in chaos,OduIfa:SoulLayer,Fortunate Chaos,Owonrin-Okonron,47,"['opportunity', 'luck', 'chaos']",Chaos opportunity,Opportunistic chaos
00110000,Spiritual advancement,702,Transformation toward divinity,OduIfa:SoulLayer,Change Toward Light,Obara-Ogbe,48,"['evolution', 'advancement', 'divinity']",Spiritual evolution,Upward transformation
00110001,Spiritual crisis,703,Descent and dissolution - dark night of soul,OduIfa:SoulLayer,Change Into Shadow,Obara-Oyeku,49,"['descent', 'crisis', 'dissolution']",Dark night,Downward transformation
00110010,Personal evolution,704,Transforming journey - becoming different,OduIfa:SoulLayer,Change On Path,Obara-Iwori,50,"['evolution', 'journey', 'becoming']",Pilgrimage,Journey of change
00110011,Major upheaval,705,Struggle creating change,OduIfa:SoulLayer,Transformative Conflict,Obara-Odi,51,"['revolution', 'upheaval', 'transformation']",Revolutionary rites,Revolutionary transformation
00110100,Career transformation,706,Physical metamorphosis - changing form,OduIfa:SoulLayer,Material Transformation,Obara-Irosun,52,"['metamorphosis', 'change', 'career']",Shape-shifting,Material change
00110101,Unexpected changes,707,Unpredictable change - random mutation,OduIfa:SoulLayer,Chaotic Transformation,Obara-Owonrin,53,"['random', 'mutation', 'unexpected']",Chaos change,Random transformation
00110110,Complete life change,708,Complete metamorphosis - total rebirth,OduIfa:SoulLayer,Double Transformation,Obara-Meji,54,"['rebirth', 'metamorphosis', 'total']",Rebirth ceremonies,Total transformation
00110111,Beneficial evolution,709,Beneficial transformation - evolution,OduIfa:SoulLayer,Fortunate Change,Obara-Okonron,55,"['beneficial', 'positive', 'evolution']",Beneficial change,Positive transformation
00111000,Spiritual blessings,710,Divine blessings - heavenly gifts,OduIfa:SoulLayer,Fortune From Light,Okonron-Ogbe,56,"['blessings', 'divine', 'gifts']",Blessing ceremonies,Divine fortune
00111001,Unexpected benefits,711,Hidden blessings - disguised gifts,OduIfa:SoulLayer,Fortune In Shadow,Okonron-Oyeku,57,"['hidden', 'occult', 'unexpected']",Hidden blessings,Occult fortune
00111010,Successful ventures,712,Lucky journey - favorable conditions,OduIfa:SoulLayer,Fortune On Path,Okonron-Iwori,58,"['luck', 'success', 'favorable']",Fortunate travel,Lucky journey
00111011,Winning battles,713,Gains from struggle - war spoils,OduIfa:SoulLayer,Fortune Through Conflict,Okonron-Odi,59,"['victory', 'gains', 'winning']",Victory ceremonies,Victorious fortune
00111100,Financial success,714,Wealth and prosperity - abundance,OduIfa:SoulLayer,Material Fortune,Okonron-Irosun,60,"['wealth', 'prosperity', 'abundance']",Wealth ceremonies,Material abundance
00111101,Unexpected luck,715,Luck in chaos - random blessings,OduIfa:SoulLayer,Chaotic Fortune,Okonron-Owonrin,61,"['chaos', 'luck', 'random']",Chaos blessings,Random fortune
00111110,Growing prosperity,716,Blessings through change,OduIfa:SoulLayer,Transformative Fortune,Okonron-Obara,62,"['growth', 'evolution', 'prosperity']",Transformative blessings,Evolving fortune
00111111,Complete success,717,Maximum blessings - ultimate prosperity,OduIfa:SoulLayer,Double Fortune,Okonron-Meji,63,"['ultimate', 'total', 'complete']",Ultimate blessings,Total fortune
01000000,Fighting for justice,718,Military campaign for righteous cause,OduIfa:SoulLayer,Warrior Seeks Light,Ogunda-Ogbe,64,"['justice', 'war', 'righteousness']",Holy war,Sacred warfare
01000001,Secret conflicts,719,Hidden warfare - covert operations,OduIfa:SoulLayer,Warrior In Darkness,Ogunda-Oyeku,65,"['covert', 'secret', 'espionage']",Espionage,Covert warfare
01000010,Strategic movement,720,Military campaign - journey to battle,OduIfa:SoulLayer,Warrior On Path,Ogunda-Iwori,66,"['campaign', 'strategy', 'movement']",Military campaign,Warrior journey
01000011,Active warfare,721,Combat and warfare - direct confrontation,OduIfa:SoulLayer,Warrior In Conflict,Ogunda-Odi,67,"['combat', 'warfare', 'battle']",Battle,Direct combat
01000100,Economic warfare,722,Fighting for material gains,OduIfa:SoulLayer,Warrior Seeks Resources,Ogunda-Irosun,68,"['resources', 'conquest', 'economics']",Resource warfare,Material conquest
01000101,Irregular combat,723,Guerrilla warfare - irregular combat,OduIfa:SoulLayer,Warrior In Chaos,Ogunda-Owonrin,69,"['guerrilla', 'irregular', 'chaos']",Guerrilla war,Chaotic warfare
01000110,Military advancement,724,Combat evolution - martial growth,OduIfa:SoulLayer,Warrior Transforms,Ogunda-Obara,70,"['evolution', 'martial', 'advancement']",Martial evolution,Warrior transformation
01000111,Military victory,725,Victory and spoils - successful campaign,OduIfa:SoulLayer,Warrior Finds Fortune,Ogunda-Okonron,71,"['victory', 'success', 'spoils']",Victory,Successful warfare
01001000,Forward movement,726,Progress toward enlightenment,OduIfa:SoulLayer,Time Moves To Light,Osa-Ogbe,72,"['progress', 'advancement', 'forward']",Progress ceremonies,Temporal advancement
01001001,Delays and blockages,727,Stagnation and delay - stuck in time,OduIfa:SoulLayer,Time In Darkness,Osa-Oyeku,73,"['stagnation', 'delay', 'stuck']",Breaking stagnation,Temporal stasis
01001010,Historical inquiries,728,Journey through time - temporal voyage,OduIfa:SoulLayer,Time On Path,Osa-Iwori,74,"['time', 'history', 'journey']",Time travel,Temporal journey
01001011,Legacy disputes,729,Battles across time - historical conflicts,OduIfa:SoulLayer,Time In Conflict,Osa-Odi,75,"['history', 'legacy', 'temporal']",Historical warfare,Temporal conflict
01001100,Ancestral wealth,730,Historical wealth - inherited resources,OduIfa:SoulLayer,Time Manifests Material,Osa-Irosun,76,"['inheritance', 'ancestors', 'legacy']",Inheritance,Historical resources
01001101,Schedule disruptions,731,Unpredictable temporal flow - time distortions,OduIfa:SoulLayer,Chaotic Time,Osa-Owonrin,77,"['chaos', 'time', 'disruption']",Time chaos,Temporal chaos
01001110,Evolutionary change,732,Historical change - evolution over time,OduIfa:SoulLayer,Time Transforms,Osa-Obara,78,"['evolution', 'history', 'change']",Historical change,Temporal transformation
01001111,Long-term gains,733,Patience rewarded - waiting pays off,OduIfa:SoulLayer,Time Brings Fortune,Osa-Okonron,79,"['patience', 'waiting', 'gains']",Patience rewards,Temporal fortune
01010000,Building relationships,734,Connections leading to understanding,OduIfa:SoulLayer,Web Toward Light,Ika-Ogbe,80,"['connection', 'network', 'understanding']",Network building,Connective enlightenment
01010001,Hidden alliances,735,Hidden connections - occult networks,OduIfa:SoulLayer,Web In Darkness,Ika-Oyeku,81,"['secret', 'occult', 'hidden']",Secret societies,Occult networks
01010010,Social climbing,736,Journey through networks - social travel,OduIfa:SoulLayer,Web On Path,Ika-Iwori,82,"['network', 'social', 'navigation']",Social navigation,Network journey
01010011,Political struggles,737,Conflicting alliances - network warfare,OduIfa:SoulLayer,Web In Conflict,Ika-Odi,83,"['alliance', 'politics', 'conflict']",Alliance warfare,Network conflict
01010100,Business networks,738,Economic networks - trade connections,OduIfa:SoulLayer,Web Of Resources,Ika-Irosun,84,"['trade', 'economics', 'business']",Trade networks,Economic connections
01010101,Unexpected contacts,739,Unpredictable connections - random networks,OduIfa:SoulLayer,Chaotic Web,Ika-Owonrin,85,"['chaos', 'random', 'unexpected']",Chaos networks,Random connections
01010110,Evolving relationships,740,Network evolution - changing connections,OduIfa:SoulLayer,Web Transforms,Ika-Obara,86,"['evolution', 'transformation', 'relationships']",Network evolution,Transforming connections
01010111,Profitable alliances,741,Beneficial connections - lucky networks,OduIfa:SoulLayer,Fortunate Web,Ika-Okonron,87,"['beneficial', 'profitable', 'alliances']",Beneficial networks,Fortunate connections
01011000,Smooth advancement,742,Progression toward enlightenment,OduIfa:SoulLayer,Flow To Light,Oturupon-Ogbe,88,"['flow', 'progression', 'smooth']",Flow ceremonies,Progressive flow
01011001,Subterranean movements,743,Hidden currents - occult flows,OduIfa:SoulLayer,Flow In Darkness,Oturupon-Oyeku,89,"['hidden', 'occult', 'subterranean']",Hidden flows,Occult currents
01011010,River journeys,744,Flowing journey - liquid travel,OduIfa:SoulLayer,Flow On Path,Oturupon-Iwori,90,"['fluid', 'river', 'flow']",Fluid journey,Flowing path
01011011,Contradictory forces,745,Conflicting currents - opposing flows,OduIfa:SoulLayer,Flow In Conflict,Oturupon-Odi,91,"['opposing', 'contradiction', 'conflict']",Current conflict,Opposing flows
01011100,Money movement,746,Economic flow - wealth circulation,OduIfa:SoulLayer,Material Flow,Oturupon-Irosun,92,"['circulation', 'money', 'economics']",Economic flow,Material circulation
01011101,Unstable conditions,747,Turbulent currents - chaotic flows,OduIfa:SoulLayer,Chaotic Flow,Oturupon-Owonrin,93,"['chaos', 'turbulent', 'unstable']",Chaos currents,Turbulent flow
01011110,Evolving patterns,748,Evolutionary currents - changing flows,OduIfa:SoulLayer,Transforming Flow,Oturupon-Obara,94,"['evolution', 'transformation', 'patterns']",Flow transformation,Transforming currents
01011111,Favorable conditions,749,Beneficial currents - lucky flows,OduIfa:SoulLayer,Fortunate Flow,Oturupon-Okonron,95,"['beneficial', 'favorable', 'fortune']",Beneficial flow,Fortunate currents
01100000,Intense spiritual seeking,750,Passionate pursuit of enlightenment,OduIfa:SoulLayer,Fire Toward Light,Otura-Ogbe,96,"['passion', 'intensity', 'seeking']",Fire ceremonies,Passionate enlightenment
01100001,Secret desires,751,Hidden fire - occult passion,OduIfa:SoulLayer,Fire In Darkness,Otura-Oyeku,97,"['hidden', 'passion', 'secret']",Hidden fire,Occult passion
01100010,Intense quest,752,Passionate journey - burning desire,OduIfa:SoulLayer,Fire On Path,Otura-Iwori,98,"['passion', 'desire', 'quest']",Passionate journey,Fiery path
01100011,Intense battles,753,Passionate warfare - burning conflict,OduIfa:SoulLayer,Fire In Conflict,Otura-Odi,99,"['passion', 'intensity', 'warfare']",Passionate warfare,Fiery conflict
01100100,Intense ambition,754,Passionate acquisition - burning desire for wealth,OduIfa:SoulLayer,Material Fire,Otura-Irosun,100,"['passion', 'ambition', 'wealth']",Passionate acquisition,Fiery materialism
01100101,Uncontrolled desire,755,Unpredictable passion - wild fire,OduIfa:SoulLayer,Chaotic Fire,Otura-Owonrin,101,"['chaos', 'wild', 'uncontrolled']",Chaos fire,Wild passion
01100110,Intense evolution,756,Passionate transformation - burning change,OduIfa:SoulLayer,Transforming Fire,Otura-Obara,102,"['transformation', 'passion', 'evolution']",Fire transformation,Transformative passion
01100111,Beneficial intensity,757,Lucky passion - beneficial desire,OduIfa:SoulLayer,Fortunate Fire,Otura-Okonron,103,"['fortune', 'passion', 'beneficial']",Fortunate passion,Lucky fire
01101000,Growth through stress,758,Stress leading to enlightenment,OduIfa:SoulLayer,Pressure Toward Light,Irete-Ogbe,104,"['pressure', 'stress', 'growth']",Pressure ceremonies,Pressurized enlightenment
01101001,Secret burdens,759,Hidden stress - occult pressure,OduIfa:SoulLayer,Pressure In Darkness,Irete-Oyeku,105,"['hidden', 'stress', 'secret']",Hidden pressure,Occult stress
01101010,Difficult journey,760,Stressful journey - pressure travel,OduIfa:SoulLayer,Pressure On Path,Irete-Iwori,106,"['pressure', 'stress', 'difficulty']",Pressure journey,Stressful path
01101011,High-stress battles,761,Intense warfare - pressure warfare,OduIfa:SoulLayer,Pressure In Conflict,Irete-Odi,107,"['pressure', 'intensity', 'warfare']",Pressure warfare,Intense conflict
01101100,Material burdens,762,Economic stress - financial pressure,OduIfa:SoulLayer,Material Pressure,Irete-Irosun,108,"['pressure', 'stress', 'economics']",Economic pressure,Financial stress
01101101,Unexpected burdens,763,Unpredictable stress - chaos pressure,OduIfa:SoulLayer,Chaotic Pressure,Irete-Owonrin,109,"['chaos', 'stress', 'unexpected']",Chaos pressure,Random stress
01101110,Change through burden,764,Stress-induced change - pressure transformation,OduIfa:SoulLayer,Transforming Pressure,Irete-Obara,110,"['transformation', 'stress', 'change']",Pressure transformation,Stress evolution
01101111,Productive burden,765,Beneficial stress - lucky pressure,OduIfa:SoulLayer,Fortunate Pressure,Irete-Okonron,111,"['fortune', 'stress', 'productive']",Fortunate pressure,Beneficial stress
01110000,Winning spiritually,766,Triumph leading to enlightenment,OduIfa:SoulLayer,Victory Toward Light,Ose-Ogbe,112,"['victory', 'triumph', 'spiritual']",Victory ceremonies,Victorious enlightenment
01110001,Secret wins,767,Hidden triumph - occult victory,OduIfa:SoulLayer,Victory In Darkness,Ose-Oyeku,113,"['hidden', 'triumph', 'secret']",Hidden victory,Occult triumph
01110010,Successful quest,768,Triumphant journey - winning path,OduIfa:SoulLayer,Victory On Path,Ose-Iwori,114,"['victory', 'success', 'quest']",Victory journey,Triumphant path
01110011,Military success,769,Winning warfare - battle triumph,OduIfa:SoulLayer,Victory In Conflict,Ose-Odi,115,"['victory', 'warfare', 'success']",Battle victory,Triumphant warfare
01110100,Business success,770,Economic triumph - financial success,OduIfa:SoulLayer,Material Victory,Ose-Irosun,116,"['victory', 'success', 'business']",Economic victory,Material triumph
01110101,Unexpected wins,771,Unexpected triumph - chaos victory,OduIfa:SoulLayer,Chaotic Victory,Ose-Owonrin,117,"['chaos', 'unexpected', 'triumph']",Chaos victory,Random triumph
01110110,Winning change,772,Evolutionary triumph - victory transformation,OduIfa:SoulLayer,Transforming Victory,Ose-Obara,118,"['victory', 'evolution', 'transformation']",Victory transformation,Triumphant evolution
01110111,Total success,773,Lucky triumph - maximum victory,OduIfa:SoulLayer,Fortunate Victory,Ose-Okonron,119,"['ultimate', 'complete', 'total']",Ultimate victory,Complete triumph
01111000,Divine communion,774,Spiritual ascension - divine connection,OduIfa:SoulLayer,Spirit To Light,Ofun-Ogbe,120,"['spirit', 'ascension', 'divine']",Ascension ceremonies,Spiritual enlightenment
01111001,Shadow spirituality,775,Occult spirituality - dark mysticism,OduIfa:SoulLayer,Spirit In Darkness,Ofun-Oyeku,121,"['occult', 'mysticism', 'shadow']",Dark mysticism,Occult spirit
01111010,Seeking divinity,776,Spiritual journey - quest for meaning,OduIfa:SoulLayer,Spirit On Path,Ofun-Iwori,122,"['spiritual', 'quest', 'mystical']",Spiritual quest,Mystical journey
01111011,Battling demons,777,Spiritual warfare - fighting evil,OduIfa:SoulLayer,Spirit In Conflict,Ofun-Odi,123,"['spiritual', 'warfare', 'demons']",Spiritual warfare,Holy conflict
01111100,Practical faith,778,Earthly spirituality - grounded mysticism,OduIfa:SoulLayer,Material Spirit,Ofun-Irosun,124,"['grounded', 'practical', 'faith']",Grounded spirituality,Material mysticism
01111101,Ecstatic faith,779,Unpredictable spirituality - wild mysticism,OduIfa:SoulLayer,Chaotic Spirit,Ofun-Owonrin,125,"['chaos', 'ecstatic', 'wild']",Chaos spirituality,Wild mysticism
01111110,Evolving faith,780,Spiritual evolution - mystical growth,OduIfa:SoulLayer,Transforming Spirit,Ofun-Obara,126,"['evolution', 'transformation', 'mystical']",Spiritual evolution,Mystical transformation
01111111,Total enlightenment,781,Ultimate spirituality - pure mysticism,OduIfa:SoulLayer,Double Spirit,Ofun-Meji,127,"['ultimate', 'complete', 'total']",Ultimate mysticism,Complete spirit
10000000,Sacred endings,782,Divine endings - sacred completion,OduIfa:SoulLayer,Light Closes,Ogbe-Sa,128,"['divine', 'closure', 'endings']",Closing ceremonies,Divine closure
10000001,Hidden conclusions,783,Occult endings - mystery completion,OduIfa:SoulLayer,Darkness Closes,Oyeku-Sa,129,"['occult', 'mystery', 'hidden']",Occult closure,Mysterious endings
10000010,Arrival ceremonies,784,Journey ending - destination reached,OduIfa:SoulLayer,Path Closes,Iwori-Sa,130,"['journey', 'arrival', 'completion']",Journey completion,Path conclusion
10000011,Battle conclusions,785,War ending - peace achieved,OduIfa:SoulLayer,Conflict Closes,Odi-Sa,131,"['peace', 'resolution', 'war']",Peace treaties,Conflict resolution
10000100,Economic cycle end,786,Material completion - harvest complete,OduIfa:SoulLayer,Earth Closes,Irosun-Sa,132,"['harvest', 'material', 'cycle']",Harvest end,Material closure
10000101,Stabilization,787,Order from chaos - entropy resolved,OduIfa:SoulLayer,Chaos Closes,Owonrin-Sa,133,"['order', 'stabilization', 'resolution']",Order restoration,Chaos resolution
10000110,Evolution complete,788,Transformation complete - new form stabilized,OduIfa:SoulLayer,Change Closes,Obara-Sa,134,"['stabilization', 'evolution', 'complete']",Form stabilization,Transformation end
10000111,Wealth established,789,Prosperity cycle complete - abundance secured,OduIfa:SoulLayer,Fortune Closes,Okonron-Sa,135,"['prosperity', 'wealth', 'secured']",Prosperity end,Fortune secured
10001000,Battle end,790,Combat ending - peace for warrior,OduIfa:SoulLayer,Warrior Rests,Ogunda-Sa,136,"['peace', 'rest', 'conclusion']",Warrior rest,Combat conclusion
10001001,Time completion,791,Historical cycle complete - era ending,OduIfa:SoulLayer,Time Closes,Osa-Sa,137,"['era', 'history', 'completion']",Era end,Historical closure
10001010,Alliance finalized,792,Network completion - connections secured,OduIfa:SoulLayer,Web Closes,Ika-Sa,138,"['network', 'alliance', 'finalized']",Network secured,Connection completion
10001011,Stream conclusion,793,Current ending - flow stabilized,OduIfa:SoulLayer,Flow Closes,Oturupon-Sa,139,"['stabilization', 'flow', 'conclusion']",Flow stabilization,Current completion
10001100,Desire fulfilled,794,Passion cooling - desire satisfied,OduIfa:SoulLayer,Fire Closes,Otura-Sa,140,"['passion', 'fulfillment', 'satisfied']",Passion satisfied,Fire conclusion
10001101,Burden ended,795,Stress relieved - burden lifted,OduIfa:SoulLayer,Pressure Closes,Irete-Sa,141,"['relief', 'released', 'ended']",Stress relief,Pressure released
10001110,Success established,796,Triumph complete - victory secured,OduIfa:SoulLayer,Victory Closes,Ose-Sa,142,"['victory', 'success', 'secured']",Victory secured,Triumph complete
10001111,Mystical completion,797,Spiritual completion - enlightenment achieved,OduIfa:SoulLayer,Spirit Closes,Ofun-Sa,143,"['enlightenment', 'fulfillment', 'mystical']",Enlightenment achieved,Spiritual fulfillment
10010000,Holy passion,798,Divine passion - sacred fire,OduIfa:SoulLayer,Light Burns,Ogbe-Tura,144,"['divine', 'passion', 'sacred']",Sacred fire,Divine intensity
10010001,Secret desire,799,Occult fire - hidden passion,OduIfa:SoulLayer,Darkness Burns,Oyeku-Tura,145,"['occult', 'passion', 'secret']",Occult fire,Hidden intensity
10010010,Burning journey,800,Passionate journey - fiery quest,OduIfa:SoulLayer,Path Burns,Iwori-Tura,146,"['passion', 'quest', 'burning']",Fiery quest,Passionate path
10010011,Passionate conflict,801,Intense warfare - burning battles,OduIfa:SoulLayer,Conflict Burns,Odi-Tura,147,"['intensity', 'warfare', 'passion']",Burning battles,Intense warfare
10010100,Burning ambition,802,Material passion - fiery acquisition,OduIfa:SoulLayer,Earth Burns,Irosun-Tura,148,"['passion', 'ambition', 'intensity']",Fiery acquisition,Material intensity
10010101,Uncontrolled desire,803,Wild fire - chaotic passion,OduIfa:SoulLayer,Chaos Burns,Owonrin-Tura,149,"['chaos', 'wild', 'uncontrolled']",Wild fire,Chaotic intensity
10010110,Passionate change,804,Passionate transformation - burning evolution,OduIfa:SoulLayer,Change Burns,Obara-Tura,150,"['passion', 'transformation', 'intensity']",Burning evolution,Intense transformation
10010111,Beneficial passion,805,Lucky passion - fortunate fire,OduIfa:SoulLayer,Fortune Burns,Okonron-Tura,151,"['fortune', 'passion', 'beneficial']",Fortunate fire,Lucky intensity
10011000,Passionate battle,806,Passionate warfare - burning combat,OduIfa:SoulLayer,Warrior Burns,Ogunda-Tura,152,"['passion', 'intensity', 'warfare']",Burning combat,Intense warfare
10011001,Passionate history,807,Urgent time - burning deadlines,OduIfa:SoulLayer,Time Burns,Osa-Tura,153,"['urgency', 'deadlines', 'passion']",Burning deadlines,Urgent time
10011010,Passionate alliances,808,Passionate connections - burning networks,OduIfa:SoulLayer,Web Burns,Ika-Tura,154,"['passion', 'intensity', 'connections']",Burning networks,Intense connections
10011011,Passionate streams,809,Passionate currents - burning flows,OduIfa:SoulLayer,Flow Burns,Oturupon-Tura,155,"['passion', 'intensity', 'flow']",Burning flows,Intense currents
10011100,Complete passion,810,Maximum passion - burning intensity,OduIfa:SoulLayer,Double Fire,Otura-Meji,156,"['ultimate', 'complete', 'maximum']",Maximum intensity,Ultimate fire
10011101,Passionate burden,811,Intense stress - burning pressure,OduIfa:SoulLayer,Pressure Burns,Irete-Tura,157,"['intensity', 'stress', 'pressure']",Burning pressure,Extreme stress
10011110,Passionate success,812,Passionate triumph - burning victory,OduIfa:SoulLayer,Victory Burns,Ose-Tura,158,"['passion', 'intensity', 'victory']",Burning victory,Intense triumph
10011111,Passionate spirit,813,Ecstatic spirituality - burning faith,OduIfa:SoulLayer,Spirit Burns,Ofun-Tura,159,"['ecstatic', 'intensity', 'passion']",Burning faith,Intense mysticism
10100000,Holy pressure,814,Divine pressure - sacred burden,OduIfa:SoulLayer,Light Presses,Ogbe-Rete,160,"['divine', 'pressure', 'burden']",Sacred burden,Divine stress
10100001,Secret stress,815,Hidden stress - occult pressure,OduIfa:SoulLayer,Darkness Presses,Oyeku-Rete,161,"['occult', 'pressure', 'hidden']",Occult pressure,Hidden burden
10100010,Burdened quest,816,Difficult journey - pressured path,OduIfa:SoulLayer,Path Presses,Iwori-Rete,162,"['pressure', 'stress', 'burden']",Pressured path,Stressful journey
10100011,Burdened battles,817,Pressured warfare - stressed combat,OduIfa:SoulLayer,Conflict Presses,Odi-Rete,163,"['pressure', 'stress', 'warfare']",Stressed combat,Pressured warfare
10100100,Financial burden,818,Economic pressure - material stress,OduIfa:SoulLayer,Earth Presses,Irosun-Rete,164,"['pressure', 'stress', 'economics']",Economic stress,Material pressure
10100101,Unpredictable burden,819,Chaotic pressure - random stress,OduIfa:SoulLayer,Chaos Presses,Owonrin-Rete,165,"['chaos', 'pressure', 'random']",Chaotic stress,Random pressure
10100110,Change burden,820,Transformation stress - evolutionary pressure,OduIfa:SoulLayer,Change Presses,Obara-Rete,166,"['transformation', 'pressure', 'stress']",Evolution pressure,Transformative stress
10100111,Productive burden,821,Lucky pressure - beneficial stress,OduIfa:SoulLayer,Fortune Presses,Okonron-Rete,167,"['fortune', 'pressure', 'beneficial']",Beneficial stress,Fortunate pressure
10101000,Warrior burden,822,Combat pressure - battle stress,OduIfa:SoulLayer,Warrior Presses,Ogunda-Rete,168,"['pressure', 'stress', 'combat']",Battle stress,Combat pressure
10101001,Urgent burden,823,Deadline pressure - temporal stress,OduIfa:SoulLayer,Time Presses,Osa-Rete,169,"['pressure', 'urgency', 'deadline']",Deadline stress,Time pressure
10101010,Alliance burden,824,Network pressure - connection stress,OduIfa:SoulLayer,Web Presses,Ika-Rete,170,"['pressure', 'stress', 'network']",Connection stress,Network pressure
10101011,Stream burden,825,Current pressure - flow stress,OduIfa:SoulLayer,Flow Presses,Oturupon-Rete,171,"['pressure', 'stress', 'flow']",Flow stress,Current pressure
10101100,Passionate burden,826,Passionate pressure - burning stress,OduIfa:SoulLayer,Fire Presses,Otura-Rete,172,"['passion', 'intensity', 'pressure']",Burning stress,Intense pressure
10101101,Complete burden,827,Maximum stress - extreme burden,OduIfa:SoulLayer,Double Pressure,Irete-Meji,173,"['ultimate', 'maximum', 'extreme']",Maximum stress,Ultimate pressure
10101110,Success burden,828,Triumphant pressure - winning stress,OduIfa:SoulLayer,Victory Presses,Ose-Rete,174,"['victory', 'pressure', 'success']",Winning stress,Victorious pressure
10101111,Holy burden,829,Spiritual pressure - mystical stress,OduIfa:SoulLayer,Spirit Presses,Ofun-Rete,175,"['spiritual', 'pressure', 'mystical']",Mystical stress,Spiritual pressure
10110000,Holy victory,830,Divine victory - sacred success,OduIfa:SoulLayer,Light Triumphs,Ogbe-Se,176,"['divine', 'victory', 'sacred']",Sacred success,Divine triumph
10110001,Secret victory,831,Occult victory - hidden success,OduIfa:SoulLayer,Darkness Triumphs,Oyeku-Se,177,"['occult', 'victory', 'hidden']",Occult success,Hidden triumph
10110010,Journey victory,832,Journey victory - quest success,OduIfa:SoulLayer,Path Triumphs,Iwori-Se,178,"['journey', 'success', 'quest']",Quest success,Path triumph
10110011,Battle victory,833,Battle victory - war success,OduIfa:SoulLayer,Conflict Triumphs,Odi-Se,179,"['war', 'victory', 'combat']",War success,Combat triumph
10110100,Business victory,834,Material victory - economic success,OduIfa:SoulLayer,Earth Triumphs,Irosun-Se,180,"['economics', 'victory', 'business']",Economic success,Material triumph
10110101,Unexpected victory,835,Unexpected victory - chaos success,OduIfa:SoulLayer,Chaos Triumphs,Owonrin-Se,181,"['chaos', 'victory', 'unexpected']",Chaos success,Random triumph
10110110,Change victory,836,Transformation victory - evolutionary success,OduIfa:SoulLayer,Change Triumphs,Obara-Se,182,"['evolution', 'victory', 'transformation']",Evolution success,Transformative triumph
10110111,Maximum victory,837,Lucky victory - fortunate success,OduIfa:SoulLayer,Fortune Triumphs,Okonron-Se,183,"['fortune', 'victory', 'lucky']",Fortunate success,Lucky triumph
10111000,Battle victory,838,Combat victory - military success,OduIfa:SoulLayer,Warrior Triumphs,Ogunda-Se,184,"['military', 'victory', 'warrior']",Military success,Warrior triumph
10111001,Era victory,839,Historical victory - temporal success,OduIfa:SoulLayer,Time Triumphs,Osa-Se,185,"['history', 'victory', 'temporal']",Historical success,Time triumph
10111010,Network victory,840,Network victory - connection success,OduIfa:SoulLayer,Web Triumphs,Ika-Se,186,"['network', 'victory', 'alliance']",Connection success,Alliance triumph
10111011,Current victory,841,Current victory - flow success,OduIfa:SoulLayer,Flow Triumphs,Oturupon-Se,187,"['flow', 'victory', 'stream']",Flow success,Stream triumph
10111100,Passionate victory,842,Passionate victory - burning success,OduIfa:SoulLayer,Fire Triumphs,Otura-Se,188,"['passion', 'victory', 'intensity']",Burning success,Intense triumph
10111101,Burden victory,843,Stressed victory - burdened success,OduIfa:SoulLayer,Pressure Triumphs,Irete-Se,189,"['pressure', 'victory', 'burden']",Stressed success,Pressured triumph
10111110,Total victory,844,Maximum triumph - ultimate success,OduIfa:SoulLayer,Double Victory,Ose-Meji,190,"['ultimate', 'complete', 'total']",Ultimate success,Complete triumph
10111111,Holy victory,845,Spiritual victory - mystical success,OduIfa:SoulLayer,Spirit Triumphs,Ofun-Se,191,"['spiritual', 'victory', 'mystical']",Mystical success,Spiritual triumph
11000000,Holy faith,846,Divine spirituality - sacred mysticism,OduIfa:SoulLayer,Light Spiritualizes,Ogbe-Fun,192,"['divine', 'spiritual', 'sacred']",Sacred mysticism,Divine spirituality
11000001,Secret faith,847,Occult spirituality - hidden mysticism,OduIfa:SoulLayer,Darkness Spiritualizes,Oyeku-Fun,193,"['occult', 'spiritual', 'hidden']",Occult mysticism,Hidden spirituality
